-1.674	-0.815	-0.655	 0.000	 0.000	 0.000	 0.000	-0.015
 0.675	 2.234	-0.266	 0.000	 0.000	 0.000	 0.000	-0.009
 0.351	 0.303	-0.426	 0.000	 0.000	 0.000	 0.000	-0.026
-0.017	-0.007	-0.043	 0.000	 0.000	 0.000	 0.000	-0.009
-0.343	 3.062	-0.551	 0.000	 0.000	 0.000	 0.000	-0.007
 2.489	-0.184	 2.431	 0.000	 0.000	 0.000	 0.000	-0.001
-0.022	-0.022	-1.077	 0.000	 0.000	 0.000	 0.000	-0.011
-0.307	 0.838	 2.326	 0.000	 0.000	 0.000	 0.000	-0.049
 0.367	-0.348	-0.059	 0.000	 0.000	 0.000	 0.000	-0.027
-0.030	-0.416	-0.867	 0.000	 0.000	 0.000	 0.000	-0.007
 0.016	 0.019	-0.133	 0.000	 0.000	 0.000	 0.000	-0.089
 0.014	 0.014	 0.108	 0.000	 0.000	 0.000	 0.000	-0.114
 0.658	 2.476	 0.562	 0.000	 0.000	 0.000	 0.000	-0.049
 0.200	-0.925	 0.828	 0.000	 0.000	 0.000	 0.000	-0.011
 0.418	 1.163	-0.847	 0.000	 0.000	 0.000	 0.000	-0.006
 0.062	 0.086	 0.047	 0.000	 0.000	 0.000	 0.000	-0.094
 1.671	-1.900	 2.468	 0.000	 0.000	 0.000	 0.000	-0.000
-0.474	-0.751	-3.120	 0.000	 0.000	 0.000	 0.000	-0.001
 0.019	 0.030	 0.073	 0.000	 0.000	 0.000	 0.000	-0.044
-0.739	-1.330	 2.321	 0.000	 0.000	 0.000	 0.000	-0.003
 0.654	 1.129	 0.763	 0.000	 0.000	 0.000	 0.000	-0.008
 0.320	 0.143	 1.640	 0.000	 0.000	 0.000	 0.000	-0.015
-0.247	-0.164	 0.076	 0.000	 0.000	 0.000	 0.000	-0.196
 0.888	-0.910	 1.029	 0.000	 0.000	 0.000	 0.000	-0.010
-0.516	 0.272	-0.198	 0.000	 0.000	 0.000	 0.000	-0.042
 1.262	-2.353	 2.030	 0.000	 0.000	 0.000	 0.000	-0.001
-0.338	-0.058	-2.109	 0.000	 0.000	 0.000	 0.000	-0.046
-2.542	 0.062	 1.740	 0.000	 0.000	 0.000	 0.000	-0.004
-0.413	 0.146	 0.618	 0.000	 0.000	 0.000	 0.000	-0.026
-0.132	-0.431	-0.273	 0.000	 0.000	 0.000	 0.000	-0.035
 0.427	-2.000	-0.038	 0.000	 0.000	 0.000	 0.000	-0.015
 0.395	-0.403	-1.110	 0.000	 0.000	 0.000	 0.000	-0.011
 0.080	 0.050	 0.249	 0.000	 0.000	 0.000	 0.000	-0.226
 0.274	-0.746	 1.242	 0.000	 0.000	 0.000	 0.000	-0.006
